SPUR,KAP INDUSTRIAL,ADVTECH,REUNERT,CLICKS GROUP,CITY LODGE HOTELS,PPC,NAMPAK,MURRAY & ROBERTS,SUPER GROUP,CURRO HOLDINGS,INVICTA,PICK N PAY STORES,TSOGO SUN,SHOPRITE,GRINDROD,WOOLWORTHS HDG,FAMOUS BRANDS,AFRIMAT,MASSMART,MR PRICE GROUP,RAUBEX GROUP,THE FOSCHINI GROUP,BARLOWORLD,BIDVEST GROUP,SUN INTERNATIONAL,WLSN.BAYLY HOLMES-OVCON,MPACT,HUDACO,CASHBUILD,LEWIS GROUP,TRENCOR,ITALTILE,IMPERIAL,SPAR GROUP,TRUWORTHS INTL
925,128,420,4110,1796,6933,2950,1420,4984,640,0.0,2250,3343,1789,5400,1435,1225,1750,265,8100,2840,2608,4790,3698,9500,8180,10661,0.0,5110,6750,4582,2000,260,5799,5490,3640
870,125,414,4299,1780,6915,2900,1459,5047,610,0.0,2250,3264,1715,5400,1399,1225,1785,264,8100,2802,2600,4900,3750,9590,8054,10750,0.0,5200,6850,4848,2025,250,5905,5562,3583
850,127,415,4120,1770,6800,2878,1416,4870,610,0.0,2250,3204,1790,5300,1375,1225,1775,251,7999,2725,2599,4820,3700,9200,7800,10900,0.0,5200,6775,4670,2025,250,5685,5515,3651
850,130,415,4076,1775,6800,2816,1430,4740,600,0.0,2250,3300,1720,5490,1358,1235,1785,251,7910,2740,2550,4750,3695,9251,7800,10600,0.0,5200,6690,4718,2000,250,5730,5553,3540
850,128,420,4101,1805,6845,2943,1440,4700,610,0.0,2250,3380,1720,5500,1440,1225,1785,251,8140,2741,2530,5102,3745,9500,7700,10550,0.0,5000,6520,4725,2000,250,5915,5617,3725
840,126,420,4200,1800,6800,2843,1454,4723,610,0.0,2220,3390,1726,5440,1457,1250,1785,251,7979,2782,2460,4985,3700,9280,7750,10490,0.0,5001,6490,4700,2000,250,5750,5760,3686
840,129,425,4350,1840,6900,2885,1440,4905,630,0.0,2250,3361,1755,5445,1450,1264,1795,251,8000,2805,2510,5005,3725,9591,7699,10470,0.0,5094,6450,4806,2000,265,5815,5760,3690
840,133,425,4350,1830,6900,2850,1460,4925,630,0.0,2250,3266,1700,5320,1490,1278,1800,251,8000,2850,2625,5040,3826,9650,7650,10450,0.0,5099,6400,4800,2010,265,5805,5600,3685
840,135,430,4361,1835,6900,2902,1455,5000,640,0.0,2220,3300,1720,5500,1420,1295,1800,251,8000,2808,2725,5025,3880,9674,7634,10620,0.0,5100,6400,4820,2025,265,5830,5675,3700
850,135,420,4450,1900,6900,3051,1493,5043,640,0.0,2250,3450,1722,5530,1474,1325,1805,251,8210,2890,2724,5038,3995,9603,7900,10650,0.0,5500,6450,4890,2100,265,6000,5718,3790
850,135,420,4450,1870,6900,3046,1475,4900,620,0.0,2250,3460,1725,5681,1459,1318,1805,251,8250,2875,2700,5050,3895,9680,7888,10900,0.0,5210,6550,4900,2100,265,5900,5740,3820
870,135,428,4355,1880,6850,3000,1460,4740,630,0.0,2250,3498,1750,5760,1455,1320,1810,251,8250,2900,2690,5080,3785,9600,7769,10899,0.0,5350,6650,4850,2100,260,5905,5760,3795
870,135,420,4449,1850,6780,2925,1465,4683,640,0.0,2220,3445,1720,5655,1411,1285,1795,255,8000,2880,2675,4895,3730,9329,7650,10826,0.0,5300,6659,4800,2100,262,5800,5745,3705
870,135,420,4350,1820,6800,2960,1465,4745,600,0.0,2220,3475,1725,5770,1440,1295,1794,245,8050,2860,2570,4938,3700,9499,7660,10800,0.0,5450,6695,4840,2100,262,5830,5700,3770
890,135,420,4280,1840,6810,2960,1465,4790,590,0.0,2210,3534,1705,5755,1412,1352,1685,245,8095,2901,2498,5000,3750,9380,7695,10700,0.0,5500,6695,4840,2100,262,5925,5850,3830
890,135,420,4335,1880,6810,2987,1465,4870,600,0.0,2090,3520,1705,5900,1425,1371,1685,245,8050,2950,2500,5017,3740,9625,7897,10900,0.0,5450,6700,4860,2100,262,6080,5849,3800
890,135,420,4380,1880,6810,2980,1465,4880,600,0.0,2110,3538,1705,5799,1375,1359,1770,245,8147,2970,2480,5000,3700,9687,7740,10775,0.0,5580,6750,4850,2100,262,6020,5815,3765
890,135,418,4300,1870,6750,2965,1465,4970,600,0.0,2100,3530,1705,5771,1355,1372,1785,245,8270,2986,2600,5070,3692,9840,7700,10651,0.0,5600,6700,4970,2001,274,6202,5800,3767
910,135,430,4375,1880,6790,2914,1463,4959,620,0.0,2100,3646,1705,5811,1400,1425,1785,245,8240,3039,2640,5165,3780,10065,7920,10880,0.0,5600,6650,4975,2050,275,6500,5870,3923
902,135,440,4425,1890,6800,2898,1480,5020,620,0.0,2100,3645,1706,5950,1446,1436,1800,255,8300,3100,2600,5349,3828,10590,7900,11015,0.0,5875,6749,5155,2050,275,6600,5865,4049
920,135,450,4594,1900,6800,2875,1490,5040,630,0.0,2100,3600,1700,5817,1456,1460,1800,260,8090,3043,2600,5220,3950,10410,8000,11070,0.0,5875,6750,5350,2050,275,6650,5930,4050
920,135,450,4600,1870,6900,2890,1500,5000,650,0.0,2101,3600,1701,5885,1453,1410,1800,260,7780,3005,2600,5220,3930,10400,8070,10951,0.0,5880,6800,5400,2050,290,6692,6080,3985
910,130,450,4499,1910,7000,2899,1495,5099,660,0.0,2101,3582,1701,5975,1470,1426,1800,255,7705,2981,2600,5399,3900,10400,8131,11095,0.0,5925,6850,5285,2050,290,6692,6000,4049
900,130,440,4500,1910,7100,2877,1500,5035,650,0.0,2125,3595,1750,5902,1460,1430,1825,270,7600,3030,2600,5400,4000,10341,8311,11300,0.0,5925,6850,5040,2050,290,6700,5980,3946
905,125,450,4500,1915,7180,2850,1490,4970,690,0.0,2290,3650,1775,5930,1450,1421,1825,270,7625,3040,2535,5500,3997,10430,8348,11300,0.0,5985,6900,5282,2050,290,6694,5980,3900
900,125,440,4675,1950,7200,2800,1490,4990,670,0.0,2350,3641,1750,5851,1445,1435,1841,275,7500,3010,2600,5661,4089,10466,8399,11395,0.0,5925,6900,5370,2000,290,6725,6000,3835
905,130,450,4700,1952,7160,2840,1490,5149,780,0.0,2350,3600,1770,5792,1515,1467,1905,270,7583,3005,2700,5780,4286,10650,8340,11493,0.0,5925,6890,5343,2000,295,6938,6000,3776
910,134,445,4549,1960,7150,2874,1495,4925,730,0.0,2250,3575,1750,5762,1530,1495,1980,270,7680,3029,2660,5895,4400,10675,8362,11499,0.0,5990,6900,5355,2000,300,7040,5980,3798
900,134,450,4700,1950,7100,2970,1501,4799,740,0.0,2285,3600,1750,5900,1536,1495,1935,265,7700,3050,2578,5725,4274,10574,8300,11500,0.0,5900,6900,5245,2000,305,7080,6100,3818
880,134,450,4524,1901,7100,2956,1500,4700,730,0.0,2300,3599,1700,5691,1510,1495,1925,265,7460,2983,2530,5706,4200,10480,8300,11311,0.0,5800,6899,5070,2000,305,6765,5915,3810
900,135,450,4500,1921,7008,2857,1500,4798,750,0.0,2300,3600,1700,5630,1510,1502,1950,273,7450,3040,2500,5771,4350,10401,8350,11355,0.0,5800,6900,5050,2000,305,6720,5995,3822
918,148,454,4675,2048,7140,2904,1545,4745,730,0.0,2315,3599,1721,5700,1549,1557,1950,273,7578,3053,2485,5880,4550,10749,8404,11300,0.0,5750,6900,5100,2050,306,6801,5982,3999
918,149,450,4894,2015,7140,2960,1544,4895,750,0.0,2300,3620,1721,5825,1603,1565,1942,275,7800,3079,2650,6050,4810,10900,8590,11300,0.0,5750,6800,5240,2050,310,7144,6125,4035
950,145,455,4800,2045,7300,3000,1540,4915,770,0.0,2200,3618,1748,5760,1577,1530,1945,266,7700,3050,2600,5925,5018,10780,8819,11300,0.0,5800,6900,5075,2050,310,6850,6040,3920
935,140,455,4750,2020,7300,2950,1530,5077,870,0.0,2205,3620,1750,5735,1595,1540,1930,270,7878,3035,2605,5945,5000,10701,8530,11799,0.0,5700,7189,5179,2050,310,6700,6011,3945
950,140,450,4570,2000,7300,2927,1530,5085,820,0.0,2300,3579,1775,5760,1600,1525,1910,270,7893,3000,2605,5800,4825,10504,8800,11700,0.0,5700,7150,4943,2050,310,6700,5930,3880
950,145,450,4590,1950,7200,2970,1536,5080,830,0.0,2300,3605,1810,5725,1584,1502,1898,260,8000,2975,2600,5750,4840,10800,8538,11700,0.0,5600,7200,4890,2150,310,6700,5905,3869
920,145,445,4600,1886,7100,2930,1565,4900,800,0.0,2300,3660,1850,5835,1600,1427,1875,275,7875,2901,2550,5600,4801,10736,8350,11646,0.0,5615,7172,4870,2100,315,6580,5954,3789
915,148,445,4400,1900,7020,2875,1543,4750,800,0.0,2280,3594,1850,5850,1560,1456,1845,276,7750,2850,2510,5461,4820,10442,8330,11250,0.0,5615,7000,4890,2100,315,6736,5880,3700
900,149,445,4300,1960,7000,2840,1529,4900,800,0.0,2300,3570,1840,5825,1594,1469,1820,274,7750,2899,2575,5500,4950,10341,8350,11200,0.0,5630,7100,4950,2105,345,7000,5925,3784
900,148,440,4442,1960,7259,2854,1535,4899,820,0.0,2300,3561,1840,5775,1600,1480,1810,270,7745,2915,2600,5574,4980,10550,8400,11250,0.0,5690,7000,4763,2100,335,7120,5855,3790
890,148,436,4351,1965,7200,2825,1535,4600,810,0.0,2200,3518,1850,5698,1539,1465,1850,280,7630,2800,2540,5320,4725,10569,8600,11000,0.0,5631,7005,4835,2100,335,6799,5760,3600
880,150,450,4565,2035,7200,2810,1535,4771,800,0.0,2200,3550,1850,5581,1585,1462,1850,275,7747,2850,2550,5480,4850,10455,8600,11200,0.0,5650,7150,4890,2100,330,6850,5849,3735
890,150,450,4547,2000,7165,2830,1535,4868,800,0.0,2200,3500,1825,5589,1628,1470,1870,280,7650,2850,2550,5440,4725,10400,8401,11050,0.0,5650,7005,4816,2100,325,6715,5830,3721
900,160,450,4640,1965,7200,2866,1540,4810,800,0.0,2180,3600,1800,5535,1700,1475,1865,280,7724,2911,2515,5700,4798,10604,8500,11177,0.0,5610,7000,4950,2100,330,6970,5882,3840
900,165,445,4670,1970,7300,2905,1556,4802,780,0.0,2150,3600,1825,5659,1770,1490,1850,280,7650,2940,2501,5840,4799,10690,8600,11210,0.0,5610,7000,5100,2120,325,7250,6010,3900
903,165,446,4700,2000,7300,3010,1620,4850,820,0.0,2150,3726,1850,5861,1749,1535,1830,280,7850,3025,2545,5966,4950,10926,8750,11300,0.0,5750,6990,5185,2120,325,7500,6130,4030
910,168,455,4800,2000,7390,2900,1650,4700,830,0.0,2150,3728,1850,5755,1700,1515,1870,270,7985,3020,2500,5950,4860,10940,8500,11200,0.0,5750,7000,5075,2125,327,7675,6073,3955
910,170,460,4874,2000,7416,3000,1650,4775,820,0.0,2150,3800,1782,5899,1650,1525,1880,280,8000,3003,2490,5890,4850,10940,8573,11105,0.0,5750,6910,5068,2200,315,7810,6105,4000
910,175,460,4855,2000,7485,3090,1653,4895,810,0.0,2150,3790,1801,5770,1660,1509,1879,285,7799,3058,2500,5910,4800,11001,8500,11150,0.0,5700,6925,5067,2120,317,7600,6200,4035
910,180,455,4950,2010,7452,3182,1680,5180,810,0.0,2151,3810,1847,5922,1679,1545,1875,290,7899,3125,2510,6000,4810,11170,8415,11450,0.0,5720,7000,5199,2120,315,7460,6251,3989
950,180,464,5080,2030,7660,3213,1715,5500,810,0.0,2170,3770,1840,5799,1710,1575,1890,284,7750,3052,2550,6099,4760,11300,8400,11500,0.0,5745,7000,5233,2100,310,7410,6240,3935
950,185,470,5160,2018,7537,3290,1710,5350,810,0.0,2177,3800,1800,5760,1690,1590,1897,280,8000,3090,2500,6100,4750,11420,8250,11690,0.0,5751,7020,5220,2105,320,7300,6145,3999
915,185,470,5100,1990,7402,3210,1710,5175,800,0.0,2250,3760,1800,5660,1625,1530,1920,280,7999,3020,2489,6000,4570,11300,8025,11116,0.0,5751,6999,5100,2115,330,7300,6135,3922
916,185,500,5040,2000,7500,3319,1670,5313,800,0.0,2240,3765,1844,5720,1680,1522,1900,280,8000,3000,2480,5873,4540,11295,8065,11400,0.0,5900,6970,5140,2115,330,7400,6140,3865
916,185,510,5000,1975,7900,3390,1684,5359,790,0.0,2250,3800,1790,5745,1660,1523,1920,280,7920,2952,2498,5855,4600,11300,8150,11521,0.0,5900,6970,5199,2115,330,7370,6215,3851
916,185,515,5089,1976,7800,3360,1706,5180,800,0.0,2275,3770,1800,5800,1635,1533,1900,270,7900,2975,2499,5820,4571,11300,8060,11805,0.0,6200,6960,5175,2115,330,7248,6280,3820
921,195,512,5064,2060,7850,3310,1700,5225,780,0.0,2250,3750,1800,5800,1630,1560,1920,283,7830,2950,2490,5840,4505,11535,7975,11699,0.0,6330,6920,5265,2150,320,7185,6234,3775
920,195,485,5000,1995,7750,3298,1671,5561,780,0.0,2200,3795,1800,5851,1655,1550,1900,270,8003,2925,2460,5900,4550,11700,7975,11850,0.0,6300,7000,5315,2150,320,7647,6265,3818
950,170,485,5040,2000,7700,3362,1675,5780,780,0.0,2201,3705,1800,5800,1640,1566,1900,275,8131,2950,2500,6050,4580,11850,7900,11820,0.0,6300,7000,5400,2150,320,7850,6325,3894
915,195,485,5128,2000,7745,3480,1670,6270,780,0.0,2225,3794,1796,5911,1649,1619,1900,275,8400,3019,2600,6250,4900,11911,8110,12250,0.0,6285,7000,5410,2200,320,8100,6408,4050
950,195,470,5100,1967,7699,3330,1640,6100,780,0.0,2250,3727,1839,5800,1650,1595,1890,280,8080,2961,2520,6050,4800,11795,8000,12050,0.0,6220,7000,5350,2160,320,7870,6280,3900
950,195,470,5190,1999,7850,3325,1665,6015,780,0.0,2240,3780,1800,5670,1631,1586,1910,290,8101,3050,2505,6165,4925,11650,8018,11930,0.0,6188,7200,5490,2160,320,7770,6229,3898
950,200,470,5250,1990,7700,3335,1670,6301,800,0.0,2185,3760,1800,5780,1647,1585,1910,290,8203,3131,2525,6180,4800,11830,8321,12450,0.0,6100,7300,5500,2160,320,7950,6225,4000
920,200,480,5341,2050,7850,3549,1675,6600,790,0.0,2185,3867,1820,6000,1620,1650,1900,295,8275,3203,2551,6303,4795,11931,8460,12490,0.0,6100,7580,5521,2160,322,8003,6350,4101
950,200,485,5351,2135,8150,3600,1700,6450,850,0.0,2200,3970,1875,6200,1645,1596,1890,300,8474,3311,2600,6464,4850,11932,8970,12795,0.0,6000,7900,5710,2170,322,7880,6501,4205
935,200,490,5360,2200,8200,3500,1661,6280,880,0.0,2175,3990,1800,6200,1612,1639,1876,283,8500,3500,2598,6495,4732,11925,8600,12550,0.0,5900,7900,5600,2177,340,7765,6430,4290
950,200,490,5401,2120,8120,3521,1694,6330,1030,0.0,2150,3922,1820,6071,1615,1625,1900,285,8625,3360,2585,6391,4815,11850,8672,12512,0.0,5800,7879,5640,2180,322,7880,6450,4215
951,200,500,5415,2140,8250,3549,1670,6300,1090,0.0,2150,3960,1840,6151,1630,1605,1875,295,8699,3360,2590,6350,4800,11919,8655,12508,0.0,5800,7835,5629,2180,340,7950,6430,4185
951,195,485,5466,2145,8250,3489,1681,6275,1000,0.0,2160,4000,1800,6276,1635,1625,1860,325,8900,3359,2571,6298,4750,11900,8506,12840,0.0,5900,7835,5595,2180,340,7980,6431,4201
1050,198,495,5490,2140,8250,3450,1700,6180,890,0.0,2210,4008,1840,6302,1634,1613,1880,318,8792,3398,2570,6300,4825,11800,8606,12764,0.0,5900,7700,5599,2180,345,7985,6460,4205
1000,205,495,5474,2190,8250,3388,1700,6096,830,0.0,2220,3931,1850,6230,1643,1607,1860,312,8650,3350,2570,6290,4834,11835,8640,12509,0.0,5800,7635,5595,2185,345,7975,6500,4139
1000,210,490,5600,2290,8200,3390,1700,5935,850,0.0,2207,3990,1843,6200,1590,1615,1890,305,8812,3400,2555,6200,4900,11855,8780,12619,0.0,5800,7565,5549,2185,350,7983,6470,4250
1030,210,490,5550,2298,7963,3300,1633,5995,880,0.0,2210,3975,1889,6280,1520,1637,1886,322,8802,3458,2500,6200,4790,11825,9090,12314,0.0,5800,7400,5616,2186,350,7745,6440,4269
1030,210,496,5350,2240,7760,3255,1615,6000,890,0.0,2220,3936,1890,6225,1553,1600,1881,325,8720,3435,2495,6070,4675,11613,8900,11860,0.0,5950,7400,5502,2180,350,7825,6352,4115
960,210,500,5490,2260,7800,3329,1626,5761,900,0.0,2220,3906,1850,6243,1551,1605,1880,325,8670,3303,2500,6070,4680,11650,9000,12000,0.0,5950,7375,5480,2180,350,7810,6370,4205
975,210,502,5400,2252,8030,3385,1631,5770,940,0.0,2230,3940,1875,6269,1574,1630,1880,302,8615,3375,2500,6085,4726,11799,9265,12140,0.0,5900,7350,5500,2180,350,7899,6475,4290
975,210,510,5250,2210,8300,3400,1650,5806,960,0.0,2230,3950,1900,6210,1625,1644,1900,322,8585,3380,2495,6070,4714,11800,9200,12072,0.0,5850,7325,5500,2180,350,8054,6460,4290
1012,205,505,5290,2235,8100,3300,1650,5900,950,0.0,2350,3950,1900,6225,1614,1684,1875,330,8620,3460,2550,6240,4690,11900,9200,12100,0.0,5850,7299,5500,2180,390,8177,6500,4359
1008,205,505,5390,2300,8020,3370,1662,5900,980,0.0,2241,3920,1920,6249,1560,1685,1901,330,8800,3520,2584,6289,4700,11910,8944,12200,0.0,5800,7160,5452,2180,389,8170,6515,4499
1040,200,510,5460,2241,8099,3400,1710,5887,1030,0.0,2305,3931,1949,6320,1598,1710,2180,329,8970,3580,2460,6400,4785,12055,9070,12220,0.0,5900,7349,5650,2181,389,8505,6700,4565
1015,200,500,5450,2300,8100,3380,1735,5813,1120,0.0,2340,3945,1975,6420,1645,1710,2200,340,8820,3574,2485,6345,4789,12099,9030,12099,0.0,5750,7360,5670,2200,377,8325,6780,4532
1020,199,500,5500,2362,8100,3410,1715,5800,1140,0.0,2340,3923,1990,6316,1640,1689,2350,345,8800,3560,2450,6395,4850,12200,9300,11900,0.0,5748,7470,5659,2200,365,8430,6770,4510
1015,199,500,5500,2390,8070,3385,1692,5730,1170,0.0,2300,4055,1975,6473,1590,1700,2200,350,8750,3536,2440,6300,4780,12080,9250,12075,0.0,5700,7700,5600,2300,365,8520,6675,4559
1030,198,500,5420,2390,8120,3254,1711,5730,1090,0.0,2340,3940,1989,6310,1621,1660,2210,350,8601,3580,2360,6331,4885,11935,9200,12230,0.0,5665,7450,5510,2300,365,8350,6780,4515
1050,200,500,5350,2399,8220,3220,1732,5856,1150,0.0,2355,3930,1990,6265,1670,1705,2225,350,8787,3530,2387,6443,4870,12177,9240,12031,0.0,5665,7255,5720,2300,365,8359,6775,4500
1030,210,500,5400,2282,8250,3330,1730,5949,1150,0.0,2365,3950,1969,6367,1730,1712,2215,344,8850,3450,2350,6235,4820,12199,9185,12000,0.0,5800,7399,5660,2300,365,8250,6655,4450
1045,210,510,5400,2285,8100,3290,1750,5680,1250,0.0,2320,4045,1950,6300,1819,1760,2225,325,8700,3499,2300,6260,4800,12301,9230,11651,0.0,5720,7200,5620,2300,365,7800,6740,4550
1040,210,510,5490,2370,8010,3430,1765,5729,1220,0.0,2315,3949,1945,6336,1795,1714,2220,344,8750,3510,2231,6290,4800,12500,9240,11600,0.0,5654,6999,5620,2300,365,8320,6840,4515
1000,210,515,5541,2525,8030,3416,1775,5725,1270,0.0,2300,4046,1969,6420,1820,1729,2100,325,8976,3560,2285,6351,4850,12500,9225,11600,0.0,5850,6950,5640,2300,365,8460,6840,4535
1100,215,511,5700,2485,7970,3319,1770,5725,630,0.0,2300,4100,1950,6350,1760,1760,2310,335,9257,3580,2329,6393,4851,12485,9250,11650,0.0,5850,7000,5474,2300,365,8425,6860,4500
1050,216,501,5686,2435,7950,3300,1785,5480,610,0.0,2370,4107,1950,6305,1800,1750,2251,317,9086,3500,2345,6245,4880,12338,9269,11200,0.0,5700,7000,5497,2500,365,8310,6875,4490
1050,216,510,5600,2385,7940,3232,1708,5460,590,0.0,2320,4150,1943,6400,1750,1735,2375,317,8770,3400,2345,6240,4875,12400,9039,11200,0.0,5750,6975,5430,2503,365,8115,6860,4500
1050,218,520,5650,2407,7900,3350,1713,5549,610,0.0,2300,4027,1979,6300,1770,1750,2400,315,8830,3490,2470,6240,4875,12400,9200,11250,0.0,5750,6970,5560,2500,365,8080,6831,4560
1050,219,510,5541,2470,7975,3295,1700,5638,620,0.0,2300,4080,1945,6400,1803,1749,2380,319,9055,3590,2450,6218,4900,12299,9114,11400,0.0,5780,6981,5470,2530,365,8140,6900,4500
1050,217,512,5344,2410,7950,3200,1719,5510,590,0.0,2300,4070,1985,6300,1758,1684,2350,335,8800,3445,2450,6025,5075,11851,9099,11200,0.0,5755,7100,5345,2551,360,7859,6900,4400
1040,217,510,5350,2380,7800,3170,1693,5465,590,0.0,2300,3970,1950,6180,1710,1669,2400,330,8800,3300,2450,5889,4937,11800,8898,11160,0.0,5750,6960,5190,2552,360,7749,6740,4268
1050,217,510,4950,2467,7850,3250,1692,5600,600,0.0,2300,3946,1950,6125,1730,1668,2400,330,8900,3290,2400,5869,4860,11840,8870,11270,0.0,5900,7000,5195,2545,360,7795,6645,4235
1030,215,510,5260,2448,7800,3200,1657,5465,590,0.0,2300,3890,1940,6048,1710,1621,2325,331,8605,3245,2400,5658,4970,11955,8710,11259,0.0,5900,7100,5089,2600,360,7901,6460,4160
1030,215,515,5198,2460,7505,3134,1650,5450,590,0.0,2350,3850,1948,6039,1715,1640,2300,334,8600,3200,2400,5730,4960,11770,8893,11350,0.0,5900,7100,4975,2540,360,7757,6379,4152
1030,190,510,5260,2540,7750,3220,1680,5410,600,0.0,2450,3895,1948,6189,1712,1650,2280,345,8758,3290,2470,5837,5062,11900,8950,11406,0.0,5840,7100,5125,2500,360,7937,6400,4240
1030,205,512,5291,2598,7850,3250,1690,5395,600,0.0,2599,3899,1913,6250,1760,1690,2270,350,8799,3295,2450,5898,5059,12275,8900,11410,0.0,5850,7050,5200,2545,360,8160,6450,4310
1030,208,510,5370,2567,7825,3360,1685,5600,590,0.0,2601,4027,1949,6315,1820,1720,2272,350,9050,3369,2470,6022,5050,12154,8975,11704,0.0,5850,7030,5198,2500,320,8461,6600,4375
1050,208,510,5313,2540,7815,3300,1670,5625,580,0.0,2500,3983,1920,6401,1795,1705,2250,350,9016,3375,2490,5859,4970,11942,9189,11761,0.0,6000,7020,5120,2500,320,8270,6697,4377
1050,219,510,5198,2570,7755,3290,1646,5520,560,0.0,2400,3955,1900,6239,1740,1711,2230,350,9036,3330,2470,5830,4970,12050,9425,11623,0.0,6000,7030,5100,2500,320,8185,6700,4275
1035,219,510,5159,2585,7850,3300,1627,5525,590,0.0,2450,4100,1895,6250,1780,1751,2225,345,8945,3350,2460,5881,5135,12100,9432,11550,0.0,6250,7100,5200,2500,320,8235,6759,4300
1030,219,506,5207,2534,7820,3338,1615,5580,610,0.0,2450,4098,1889,6180,1790,1732,2000,333,8750,3340,2470,5848,5160,12173,9390,11800,0.0,6399,7025,5100,2501,300,8206,6700,4300
1020,219,505,5402,2550,7901,3243,1603,5480,600,0.0,2430,4150,1869,6260,1850,1750,2102,340,8700,3304,2460,5680,5380,12082,9380,11799,0.0,6550,7045,5200,2501,340,8354,6760,4230
1065,219,505,5406,2562,7750,3225,1631,5425,600,0.0,2430,4093,1849,6297,1812,1712,2095,325,8599,3310,2500,5620,5190,12090,9200,11500,0.0,6650,6975,5165,2500,340,8188,6754,4175
1050,219,500,5420,2516,7800,3199,1630,5470,580,0.0,2450,3981,1802,6210,1762,1700,2070,340,8657,3275,2470,5690,4904,11990,9350,11350,0.0,6620,7100,4986,2500,340,8055,6715,4200
1020,190,505,5440,2642,7850,3200,1630,5448,600,0.0,2450,4046,1800,6272,1832,1744,2100,340,8672,3280,2450,5775,4990,11950,9300,11399,0.0,6855,7065,5250,2510,340,8190,6775,4270
1010,219,501,5525,2640,7850,3199,1628,5285,540,0.0,2490,4030,1850,6249,1798,1761,2110,339,8615,3315,2450,5810,5015,11999,9300,11300,0.0,6800,7050,5200,2500,340,8500,6815,4304
1050,220,500,5535,2645,7985,3170,1600,5100,460,0.0,2465,4025,1879,6328,1779,1729,2150,340,8520,3299,2450,5710,5045,11876,9273,11005,0.0,6600,7100,5200,2500,340,8405,6728,4260
1050,220,500,5505,2579,7875,3135,1610,4860,500,0.0,2465,4000,1886,6220,1740,1695,2100,340,8470,3250,2400,5577,4850,11700,9280,10500,0.0,6605,7000,5175,2500,340,8340,6750,4100
1040,220,500,5500,2540,7940,3105,1610,4840,500,0.0,2360,4000,1850,6132,1760,1680,2050,335,8390,3275,2385,5639,4690,11600,9230,10600,0.0,6600,7000,5110,2600,340,8155,6800,4164
1030,230,515,5480,2515,8050,3102,1601,4784,530,0.0,2460,4000,1900,6196,1780,1665,2051,340,8422,3260,2365,5680,4653,11987,9233,10455,0.0,6600,7099,5130,2600,340,8090,6620,4161
1020,230,525,5620,2575,8000,3170,1610,4850,560,0.0,2460,3995,1960,6307,1802,1700,2100,325,8600,3245,2375,5800,4757,12026,9315,10400,0.0,6600,7100,5140,2575,390,8260,6515,4222
1050,220,485,5725,2590,7900,3145,1625,4780,570,0.0,2500,4035,1925,6125,1825,1670,2200,325,8536,3235,2365,5710,4760,12145,9250,10390,0.0,6500,7600,5099,2650,375,8486,6450,4159
1070,195,500,5680,2510,7810,3140,1630,4700,580,0.0,2500,4001,1963,6125,1830,1693,2235,325,8520,3250,2330,5650,4620,12180,9100,10407,0.0,6500,7495,5019,2650,375,8480,6518,4180
1070,195,500,5650,2520,7770,3180,1603,4725,590,0.0,2500,4035,1940,6179,1833,1670,2250,325,8499,3250,2365,5680,4540,12120,8998,10130,0.0,6450,7500,5050,2650,375,8525,6560,4100
1080,200,500,5735,2491,7680,3148,1575,4599,600,0.0,2500,3941,1970,6150,1799,1660,2300,325,8343,3230,2300,5690,4410,12367,8878,9945,0.0,6490,7500,5030,2650,375,8300,6515,4108
1091,205,500,5658,2500,7600,3210,1520,4500,590,0.0,2500,4110,1960,6365,1760,1665,2300,320,8400,3190,2270,5600,4330,12580,8850,10000,0.0,6490,7500,4975,2650,375,8300,6635,4180
1090,210,501,5590,2532,7651,3240,1518,4400,600,0.0,2500,4058,1960,6375,1680,1642,2280,302,8220,3172,2200,5570,4380,12598,8800,10099,0.0,6350,7500,4932,2640,375,8265,6610,4100
1020,177,485,5650,2550,7675,3340,1515,4500,600,0.0,2490,4120,1960,6380,1760,1651,2225,300,8200,3180,2145,5510,4375,12650,8949,10250,0.0,6300,7499,4975,2575,365,8400,6653,4216
1020,210,486,5750,2580,7750,3418,1565,4500,610,0.0,2490,4078,1974,6450,1705,1695,2350,296,8450,3262,2140,5600,4350,12685,8850,10400,0.0,6300,7500,5000,2580,370,8501,6831,4228
1005,210,486,5700,2580,7900,3424,1549,4719,620,0.0,2400,4075,1960,6450,1737,1698,2380,315,8611,3280,2140,5775,4430,12700,8975,10448,0.0,6300,7500,5118,2580,360,8642,6825,4245
1011,210,490,5770,2579,7950,3443,1550,4599,630,0.0,2400,4040,1970,6449,1758,1700,2380,315,8650,3230,2115,5808,4280,12685,9000,10376,0.0,6300,7450,5092,2580,360,8350,6880,4299
1011,210,491,5825,2600,7895,3500,1545,4460,650,0.0,2400,4110,1959,6607,1691,1715,2350,318,8750,3300,2145,5747,4320,12550,9150,10900,0.0,6499,7375,5060,2585,360,8500,6999,4300
1050,215,495,5874,2521,7884,3416,1515,4510,660,0.0,2400,4101,1925,6550,1758,1699,2329,315,8837,3445,2250,5725,4250,12650,8900,11000,0.0,6499,7300,5170,2585,360,8640,6960,4300
1030,215,495,5835,2600,7750,3475,1510,4460,670,0.0,2450,4055,1948,6600,1718,1697,2320,317,8600,3400,2315,5750,4315,12583,9100,11193,0.0,6499,7250,5185,2610,360,8640,6950,4258
